...1,Unnamed: 0,restaurantname,restauranttype,numofratings,avgCost,online_order,tablebooking,cuisinestype,area,localaddress,rate
5755,5755,Sri Guru Kottureshwara Davangere Benne Dosa,Quick Bites,0.037245069,0.022177419,1,0,South Indian,Banashankari,Basavanagudi,Great
5271,5271,SantÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© Spa Cuisine,Casual Dining,0.016382481,0.193548387,0,1,"Healthy Food, Salad, Mediterranean",Old Airport Road,Indiranagar,Great
4064,4064,Mugful Of Stories,Dessert Parlor,0.018254764,0.052419355,0,0,"Desserts, Bakery",Kalyan Nagar,Kalyan Nagar,Great
6447,6447,The Marina,Casual Dining,0.036175192,0.233870968,0,0,"Seafood, Continental, North Indian, South Indian",Indiranagar,Indiranagar,Great
4095,4095,Muthashy's,Quick Bites,0.031026413,0.072580645,1,0,"Kerala, South Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,Great
936,936,BOX8- Desi Meals,Delivery,0.016516215,0.092741935,1,0,"North Indian, Mughlai, Fast Food",Jayanagar,JP Nagar,Great
3595,3595,Lincoln Bistro,Casual Dining,0.016716817,0.153225806,1,0,"North Indian, Mughlai, Asian, Chinese",New BEL Road,New BEL Road,Great
3973,3973,Mitran Da Junction,Quick Bites,0.021330659,0.112903226,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,Great
6662,6662,Toast & Tonic,Casual Dining,0.072283517,0.294354839,0,1,"European, Asian",Brigade Road,Richmond Road,Great
5513,5513,Simon Says Brew Works,"Microbrewery, Casual Dining",0.129120695,0.274193548,0,1,"Continental, American, Italian, Modern Indian, Pizza, Burger","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
6672,6672,Toscano,Casual Dining,0.069341357,0.294354839,1,1,"Italian, Salad",Whitefield,Whitefield,Great
4568,4568,Pakwan,Casual Dining,0.019257773,0.153225806,1,1,"North Indian, Chinese, Italian",Malleshwaram,Sadashiv Nagar,Great
1314,1314,Chandni Chowk 2 Bangalore,Quick Bites,0.016048144,0.072580645,1,0,"North Indian, Rolls",Indiranagar,Jeevan Bhima Nagar,Great
5888,5888,Stoner,Dessert Parlor,0.180274156,0.102822581,1,0,"Ice Cream, Pizza, Beverages",MG Road,Indiranagar,Great
6506,6506,The Raj Pavilion - ITC Windsor,Fine Dining,0.024740889,0.475806452,0,1,"North Indian, Continental, Asian",Malleshwaram,Sankey Road,Great
12,12,12th Main - Grand Mercure,Fine Dining,0.023537279,0.39516129,0,1,"European, Asian","Byresandra,Tavarekere,Madiwala",Koramangala 3rd Block,Great
398,398,Anupam's Coast II Coast,Casual Dining,0.056168506,0.133064516,1,0,"Seafood, Mangalorean, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,Great
3309,3309,Khatta Meetha Teekha,Quick Bites,0.012571046,0.052419355,1,0,"Street Food, North Indian, Mithai, Chinese, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,Great
6861,6861,Vidyarthi Bhavan,Quick Bites,0.29816115,0.022177419,0,0,South Indian,Banashankari,Basavanagudi,Great
3725,3725,Mahesh Lunch Home,Casual Dining,0.057438984,0.274193548,1,1,"Seafood, Mangalorean, North Indian, Chinese",Brigade Road,Residency Road,Great
2288,2288,Fuel Resto Bar,Bar,0.002474089,0.39516129,0,0,"Finger Food, Mediterranean, North Indian",Brigade Road,Richmond Road,Great
823,823,Biryani Kitchen,Food Court,0.04185891,0.08266129,1,0,Biryani,Brookefield,Whitefield,Great
4082,4082,Mumbai Tiffin,Quick Bites,0.08592444,0.072580645,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",HSR,Great
714,714,Bhairaveshwara Military Hotel,Quick Bites,0.008826479,0.04233871,1,0,"South Indian, Hyderabadi",Malleshwaram,Malleshwaram,Great
3265,3265,Kebabs & Kurries - ITC Gardenia,Fine Dining,0.023671013,0.697580645,0,1,"North Indian, Mughlai",Brigade Road,Richmond Road,Great
6500,6500,The Pump House,Microbrewery,0.045402875,0.294354839,0,0,"Continental, Finger Food",JP Nagar,JP Nagar,Great
1321,1321,Chantilly,"Cafe, Bakery",0.007556001,0.08266129,1,0,"Cafe, Bakery",Indiranagar,Indiranagar,Great
5888,5888,Stoner,Dessert Parlor,0.180274156,0.102822581,1,0,"Ice Cream, Pizza, Beverages",MG Road,Indiranagar,Great
2670,2670,Hotel Dwarka,Quick Bites,0.016850552,0.04233871,0,0,South Indian,Banashankari,Basavanagudi,Great
3782,3782,Mane Holige,"Sweet Shop, Quick Bites",0.009361418,0.032258065,0,0,"Mithai, South Indian",Basavanagudi,Jayanagar,Great
6025,6025,TAB - Take A Break,Cafe,0.03477098,0.102822581,0,0,"Cafe, Continental, Italian",Bannerghatta Road,JP Nagar,Great
1404,1404,Chili's American Grill & Bar,Casual Dining,0.331260448,0.274193548,1,0,"American, Tex-Mex, Burger, BBQ, Mexican",Whitefield,Whitefield,Great
4900,4900,Raat Ki Rani,Delivery,0.017586092,0.072580645,1,0,"Fast Food, North Indian",Indiranagar,Jeevan Bhima Nagar,Great
1998,1998,Eddy's Cafe,Cafe,0.009093949,0.143145161,1,0,"Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts",Indiranagar,Indiranagar,Great
3851,3851,Matteo Coffea,Cafe,0.057305249,0.112903226,0,0,Cafe,Indiranagar,Indiranagar,Great
2445,2445,Green Theory,"Casual Dining, Cafe",0.189702441,0.153225806,1,1,"Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",Brigade Road,Residency Road,Great
1067,1067,Cafe Ajfan,Cafe,0.01738549,0.133064516,1,0,"Cafe, Continental, Beverages",Banashankari,Jayanagar,Great
447,447,Arya Hungry?,Quick Bites,0.018455366,0.08266129,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,Great
195,195,Al Daaz,Casual Dining,0.037846874,0.102822581,1,0,"North Indian, Continental, BBQ",Bellandur,HSR,Great
4536,4536,Output Bengaluru,"Pub, Casual Dining",0.060113674,0.193548387,0,1,"North Indian, Continental",Marathahalli,Marathahalli,Great
4882,4882,Queens,Bar,0.011233701,0.274193548,0,1,"North Indian, Continental, British",Electronic City,Electronic City,Great
6339,6339,The Fixx,"Casual Dining, Bar",0.014376463,0.233870968,0,1,"Continental, South Indian, Italian, North Indian, Chinese",Koramangala 4th Block,Koramangala 4th Block,Great
1504,1504,Citrus - The Leela Palace,Fine Dining,0.039317954,0.697580645,0,1,"North Indian, Italian, Asian, Continental, Mediterranean",Indiranagar,Old Airport Road,Great
5891,5891,Stories,"Casual Dining, Bar",0.154730859,0.213709677,1,1,"Continental, North Indian, Chinese",Malleshwaram,Rajajinagar,Great
1241,1241,Casa De Goa,"Casual Dining, Pub",0.022734871,0.274193548,1,1,"Goan, Mangalorean",Kalyan Nagar,Kalyan Nagar,Great
3716,3716,Magnolia,Casual Dining,0.044600468,0.173387097,1,1,"Chinese, Thai, Asian","Byresandra,Tavarekere,Madiwala",Koramangala 3rd Block,Great
1116,1116,Cafe Medley,Cafe,0.07074557,0.153225806,1,0,"Cafe, Continental, Burger","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
1026,1026,Butter Side Up,Dessert Parlor,0.0073554,0.112903226,1,0,"Desserts, Bakery",Bellandur,Bellandur,Great
6242,6242,The Black Pearl,"Casual Dining, Bar",0.696221999,0.274193548,0,1,"North Indian, European, Mediterranean","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
2549,2549,Hard Rock Cafe,"Casual Dining, Bar",0.351788699,0.495967742,0,1,"American, BBQ",Brigade Road,St. Marks Road,Great
782,782,Birbal Darbar,Casual Dining,0.021130057,0.112903226,0,0,"North Indian, Chinese, Biryani",Sarjapur Road,Sarjapur Road,Great
1055,1055,CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© Mor'ish,Cafe,0.007622869,0.133064516,1,0,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",Koramangala 7th Block,Richmond Road,Great
6614,6614,TherPUP - a Dog Cafe,Cafe,0.067602808,0.133064516,0,0,Cafe,Whitefield,Whitefield,Great
998,998,Buddha Treats,Casual Dining,0.023403544,0.112903226,1,0,"Chinese, Thai",Brookefield,Brookefield,Great
6915,6915,Waffle Magic,Cafe,0.005483116,0.133064516,1,0,"Cafe, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,Great
2442,2442,Green Onion,Casual Dining,0.07930458,0.102822581,0,0,Chinese,Brigade Road,Residency Road,Great
6275,6275,The Chameleon,Bar,0.010832497,0.233870968,0,0,Finger Food,Electronic City,Electronic City,Great
5547,5547,SkyDeck By Sherlock's,"Pub, Casual Dining",0.094750919,0.294354839,0,1,"Continental, Chinese, Finger Food, North Indian",Brigade Road,MG Road,Great
1515,1515,Clean Slate Cafe,Cafe,0.01812103,0.112903226,1,0,"Cafe, Continental, Italian",Malleshwaram,Malleshwaram,Great
6505,6505,The Purple Pan,Casual Dining,0.033366767,0.112903226,1,0,"North Indian, Chinese",Malleshwaram,Rajajinagar,Great
3628,3628,Lono,"Lounge, Casual Dining",0.011434303,0.294354839,0,1,"Continental, Modern Indian",Indiranagar,Indiranagar,Great
3851,3851,Matteo Coffea,Cafe,0.057305249,0.112903226,0,0,Cafe,Indiranagar,Indiranagar,Great
4060,4060,Mudde Madappa Mess,Quick Bites,0.006018054,0.022177419,0,0,South Indian,Lavelle Road,Majestic,Great
3990,3990,MoMo Cafe - Courtyard by Marriott,Casual Dining,0.018789702,0.39516129,0,1,"Asian, North Indian, South Indian, Momos",Sarjapur Road,Bellandur,Great
224,224,Alchemy - The Chancery Pavilion,"Microbrewery, Casual Dining",0.029755934,0.39516129,0,1,Modern Indian,Brigade Road,Residency Road,Great
3844,3844,Matinee Bar & Kitchen,Casual Dining,0.022668004,0.334677419,1,1,"BBQ, Continental, North Indian, Pizza, European",Bellandur,Marathahalli,Great
3948,3948,Mini Punjabi Dhaba,Quick Bites,0.019124039,0.0625,1,0,North Indian,Banashankari,Banashankari,Great
7036,7036,Yo! Chow,Casual Dining,0.118756269,0.153225806,1,1,"Chinese, Momos",Brookefield,Marathahalli,Great
3634,3634,Lotus Pavilion - ITC Gardenia,Fine Dining,0.011634905,0.596774194,0,1,Continental,Brigade Road,Richmond Road,Great
683,683,Bengaluru Baking Company - JW Marriott Bengaluru,"Bakery, Cafe",0.03477098,0.274193548,0,0,"Salad, Bakery, Cafe, Sandwich, Italian, Burger",Brigade Road,Lavelle Road,Great
3855,3855,Maxpresso,Cafe,0.02153126,0.133064516,1,0,"Cafe, American, Italian, Beverages",Brigade Road,Koramangala 7th Block,Great
5202,5202,Salt - Indian Restaurant Bar & Grill,Casual Dining,0.045202273,0.294354839,1,1,"North Indian, Mughlai, Biryani","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,Great
6745,6745,Udupi Sri Krishna Bhavan,Quick Bites,0.015847543,0.112903226,0,0,South Indian,Banashankari,Basavanagudi,Great
2023,2023,Enerjuvate Studio & Cafe,Cafe,0.048813106,0.153225806,0,1,"Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad",Basavanagudi,Jayanagar,Great
5641,5641,South Kitchen,Quick Bites,0.018321632,0.012096774,1,0,South Indian,Banashankari,Basavanagudi,Great
320,320,Amrith Ice Cream,Dessert Parlor,0.005349381,0.012096774,0,0,Ice Cream,Malleshwaram,Malleshwaram,Great
131,131,AB's - Absolute Barbecues,Casual Dining,0.10036777,0.274193548,0,1,"European, Mediterranean, North Indian, BBQ",Kalyan Nagar,Kalyan Nagar,Great
3056,3056,Jonah's,"Casual Dining, Bar",0.122099632,0.213709677,1,1,"Italian, Seafood, American, Continental",Indiranagar,Indiranagar,Great
3934,3934,Mikusu - Conrad Bengaluru,Fine Dining,0.005282514,0.596774194,0,1,"Japanese, Chinese, Thai",Brigade Road,Ulsoor,Great
4517,4517,Oota Bangalore,Casual Dining,0.030892678,0.334677419,0,0,South Indian,Brookefield,Whitefield,Great
854,854,Bistro Oui,"Cafe, Bar",0.02668004,0.233870968,1,1,"Cafe, Continental, Salad, Steak","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
4101,4101,My Place - Gokulam Grand Hotel & Spa,"Casual Dining, Lounge",0.028418589,0.35483871,0,1,"Continental, Asian, South Indian, North Indian",New BEL Road,New BEL Road,Great
5576,5576,Sly Granny - The Community House,"Fine Dining, Bar",0.06365764,0.495967742,0,1,"Modern Indian, European, American",Indiranagar,Indiranagar,Great
998,998,Buddha Treats,Casual Dining,0.023403544,0.112903226,1,0,"Chinese, Thai",Brookefield,Brookefield,Great
5513,5513,Simon Says Brew Works,"Microbrewery, Casual Dining",0.129120695,0.274193548,0,1,"Continental, American, Italian, Modern Indian, Pizza, Burger","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
4743,4743,Plated,Cafe,0.036843865,0.153225806,1,1,"Cafe, Continental",Malleshwaram,New BEL Road,Great
6476,6476,The Original Bistro,Casual Dining,0.004680709,0.112903226,0,0,"Italian, Beverages",Kalyan Nagar,Kalyan Nagar,Great
1560,1560,Communiti,"Microbrewery, Casual Dining",0.267268472,0.294354839,0,0,"Continental, BBQ, Salad",Lavelle Road,Residency Road,Great
3896,3896,Meghana Foods Grand,Casual Dining,0.222868606,0.112903226,1,0,"Biryani, Seafood, Andhra, North Indian",Bellandur,Marathahalli,Great
6819,6819,Vandana Andhra and Multi Cuisine,Casual Dining,0.032096289,0.173387097,1,1,"Andhra, Hyderabadi, Biryani, Chinese, North Indian",Bellandur,Sarjapur Road,Great
6662,6662,Toast & Tonic,Casual Dining,0.072283517,0.294354839,0,1,"European, Asian",Brigade Road,Richmond Road,Great
2150,2150,Float,"Casual Dining, Bar",0.204613842,0.294354839,1,1,"North Indian, Japanese",Bellandur,Marathahalli,Great
4064,4064,Mugful Of Stories,Dessert Parlor,0.018254764,0.052419355,0,0,"Desserts, Bakery",Kalyan Nagar,Kalyan Nagar,Great
589,589,Bangalore Mandarin,Casual Dining,0.051019726,0.213709677,1,0,"Chinese, Seafood",Brookefield,Whitefield,Great
3933,3933,Mighty Small,"Casual Dining, Bar",0.017184888,0.233870968,0,0,"Continental, Chinese",Indiranagar,MG Road,Great
2649,2649,Hotel Aditya,Quick Bites,0.022133066,0.052419355,0,0,"South Indian, Biryani",Rajajinagar,Rajajinagar,Great
2632,2632,Hoot,"Microbrewery, Pub",0.480909395,0.274193548,1,1,"Continental, Italian, North Indian",Bellandur,Sarjapur Road,Great
6592,6592,The Waffle Press,Dessert Parlor,0.008090939,0.072580645,1,0,"Desserts, Ice Cream",MG Road,St. Marks Road,Great
6214,6214,The Bar Stock Exchange,"Pub, Casual Dining",0.042326981,0.254032258,0,0,"Continental, Chinese, North Indian, Finger Food",Lavelle Road,St. Marks Road,Great
6166,6166,Teppan Japanese Grill & Sushi Bar,Casual Dining,0.060180542,0.39516129,1,0,Japanese,Brigade Road,Ulsoor,Great
6594,6594,The Waffle Yard,"Dessert Parlor, Quick Bites",0.009896356,0.052419355,0,0,"Desserts, Fast Food",New BEL Road,New BEL Road,Great
398,398,Anupam's Coast II Coast,Casual Dining,0.056168506,0.133064516,1,0,"Seafood, Mangalorean, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,Great
4509,4509,Onesta,"Casual Dining, Cafe",0.023671013,0.112903226,1,1,"Pizza, Cafe, Italian",Malleshwaram,Basaveshwara Nagar,Great
4113,4113,Mysuru Coffee Thindi,Quick Bites,0.019725844,0.032258065,1,0,"South Indian, Coffee",Basavanagudi,Jayanagar,Great
7039,7039,YORK St.,Cafe,0.062721498,0.173387097,1,0,"Cafe, European, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
5271,5271,SantÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© Spa Cuisine,Casual Dining,0.016382481,0.193548387,0,1,"Healthy Food, Salad, Mediterranean",Old Airport Road,Indiranagar,Great
3562,3562,Le Gateau - The Cake Shop,Delivery,0.035707121,0.112903226,1,0,"Desserts, Bakery",Indiranagar,Old Airport Road,Great
3477,3477,Kwatlay Rest-O-Cafe,Casual Dining,0.01223671,0.153225806,0,0,"Continental, Cafe, Italian, North Indian",Malleshwaram,Seshadripuram,Great
2020,2020,Enchanted Garden,"Casual Dining, Cafe",0.021999331,0.274193548,1,1,"North Indian, Continental, Italian, Cafe",Brookefield,Whitefield,Great
6479,6479,The Pallet,"Microbrewery, Pub",0.183483785,0.314516129,0,1,"Continental, Mediterranean, Italian, North Indian, Finger Food, Asian, Momos",Whitefield,Whitefield,Great
6296,6296,The Coffee Shack,Cafe,0.010899365,0.092741935,1,1,"Cafe, Chinese, Continental, Italian",Banashankari,Banashankari,Great
703,703,Beyond Elements,"Casual Dining, Cafe",0.057372116,0.173387097,1,1,"Cafe, Italian, Pizza, North Indian",Brookefield,Whitefield,Great
4713,4713,Pin Me Down,Casual Dining,0.052357071,0.153225806,1,1,"Continental, Mexican, Chinese, North Indian",Basavanagudi,BTM,Great
380,380,Aniram's,Delivery,0.049348044,0.092741935,1,0,"Chinese, North Indian",Bannerghatta Road,JP Nagar,Great
1133,1133,Cafe Palmyra,"Casual Dining, Cafe",0.033366767,0.39516129,0,1,"Chinese, North Indian, Continental, Cafe",Brookefield,Whitefield,Great
6275,6275,The Chameleon,Bar,0.010832497,0.233870968,0,0,Finger Food,Electronic City,Electronic City,Great
896,896,Boho,Casual Dining,0.115011702,0.233870968,0,1,"Continental, Asian, American, North Indian, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
6015,6015,Szechuan Dragon,Casual Dining,0.110063524,0.112903226,1,0,"Chinese, Thai, Momos",Banashankari,Banashankari,Great
3414,3414,Kota Kachori,Quick Bites,0.240989636,0.072580645,1,0,"Street Food, Desserts, North Indian, Mithai, Rajasthani","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,Great
3791,3791,Mango Tree- The Beer Garden,Casual Dining,0.088197927,0.233870968,1,1,"North Indian, Chinese, Continental",Bannerghatta Road,JP Nagar,Great
3056,3056,Jonah's,"Casual Dining, Bar",0.122099632,0.213709677,1,1,"Italian, Seafood, American, Continental",Indiranagar,Indiranagar,Great
6585,6585,The Vacationer's Cafe,Cafe,0.020394517,0.112903226,1,0,"Cafe, Continental, Mexican","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,Great
3802,3802,Maraheb Restaurant,Casual Dining,0.014577065,0.193548387,1,0,Arabian,Kalyan Nagar,Kalyan Nagar,Great
2072,2072,Farzi Cafe,"Casual Dining, Microbrewery",0.159879639,0.294354839,0,0,Modern Indian,Brigade Road,Lavelle Road,Great
4289,4289,New Modern Hotel,Quick Bites,0.018655968,0.022177419,0,0,South Indian,Basavanagudi,Basavanagudi,Great
1746,1746,Deja Vu Resto Bar,Pub,0.166232029,0.173387097,1,1,"North Indian, Italian",Bannerghatta Road,Bannerghatta Road,Great
6995,6995,Woodstok,"Takeaway, Delivery",0.070277499,0.274193548,1,1,"Continental, Italian, Steak, American",Indiranagar,Indiranagar,Great
6969,6969,Whitefield Social,Pub,0.185356068,0.294354839,1,0,"American, North Indian, Chinese, Finger Food, Momos",Whitefield,Whitefield,Great
888,888,BluO,Lounge,0.026746907,0.294354839,0,1,"Continental, North Indian",Malleshwaram,Malleshwaram,Great
6625,6625,Thran,Casual Dining,0.020528251,0.254032258,0,1,Korean,Kalyan Nagar,Kalyan Nagar,Great
5271,5271,SantÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© Spa Cuisine,Casual Dining,0.016382481,0.193548387,0,1,"Healthy Food, Salad, Mediterranean",Old Airport Road,Indiranagar,Great
5631,5631,Soul Treat,Bakery,0.017920428,0.143145161,1,0,"Bakery, Desserts, Healthy Food",Bellandur,Sarjapur Road,Great
1379,1379,Chez Mariannick,Casual Dining,0.026345704,0.193548387,0,0,"French, Pizza, Bakery",Brookefield,Whitefield,Great
1022,1022,Burma Burma,Casual Dining,0.106519559,0.294354839,1,0,"Asian, Burmese",Indiranagar,Indiranagar,Great
2092,2092,Fenny's Lounge And Kitchen,"Bar, Casual Dining",0.424406553,0.314516129,0,1,"Mediterranean, Pizza, Continental, Seafood, Salad","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,Great
2150,2150,Float,"Casual Dining, Bar",0.204613842,0.294354839,1,1,"North Indian, Japanese",Bellandur,Marathahalli,Great
6650,6650,Tilt Gastro Lounge,"Lounge, Casual Dining",0.082514209,0.294354839,0,1,"Continental, American, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
2288,2288,Fuel Resto Bar,Bar,0.002474089,0.39516129,0,0,"Finger Food, Mediterranean, North Indian",Brigade Road,Richmond Road,Great
5369,5369,ShakesBierre,"Microbrewery, Casual Dining",0.022868606,0.294354839,0,1,"Asian, Continental, European, North Indian",Lavelle Road,Brigade Road,Great
6627,6627,Three Dots & A Dash,"Bar, Casual Dining",0.079906386,0.294354839,0,1,"European, Continental",Bannerghatta Road,JP Nagar,Great
6825,6825,Vapour Pub & Brewery,"Microbrewery, Pub",0.461785356,0.274193548,0,1,"North Indian, Continental, Chinese",Indiranagar,Indiranagar,Great
2092,2092,Fenny's Lounge And Kitchen,"Bar, Casual Dining",0.424406553,0.314516129,0,1,"Mediterranean, Pizza, Continental, Seafood, Salad","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,Great
509,509,b CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© - Shangri-La Hotel,"Fine Dining, Bar",0.028619191,0.677419355,0,1,"North Indian, Italian, Chinese, Japanese",Lavelle Road,Vasanth Nagar,Great
4506,4506,ONE IN A MELON,"Beverage Shop, Quick Bites",0.027549315,0.052419355,1,0,"Juices, Healthy Food",Koramangala 7th Block,Koramangala 7th Block,Great
1560,1560,Communiti,"Microbrewery, Casual Dining",0.267268472,0.294354839,0,0,"Continental, BBQ, Salad",Lavelle Road,Residency Road,Great
3504,3504,Lakshmi Natraja Refreshments,Quick Bites,0.013640923,0.022177419,0,0,South Indian,Residency Road,Majestic,Great
6157,6157,Tella Tales,Cafe,0.027549315,0.133064516,1,0,"Cafe, Desserts, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
996,996,Bubblewrap Waffle Co.,Dessert Parlor,0.02373788,0.072580645,1,0,"Desserts, Beverages",Basavanagudi,Jayanagar,Great
5380,5380,Shanghai Court,Casual Dining,0.012036108,0.133064516,1,0,"Chinese, Thai",JP Nagar,JP Nagar,Great
1022,1022,Burma Burma,Casual Dining,0.106519559,0.294354839,1,0,"Asian, Burmese",Indiranagar,Indiranagar,Great
5320,5320,Sea Route,Casual Dining,0.028418589,0.213709677,1,1,"Seafood, North Indian, Chinese",Malleshwaram,Rajajinagar,Great
1226,1226,Caprese - Shangri-La Hotel,Fine Dining,0.015513206,0.596774194,0,1,Italian,Lavelle Road,Vasanth Nagar,Great
3487,3487,La Casa Brewery And Kitchen,"Microbrewery, Casual Dining",0.09227683,0.294354839,1,1,"Finger Food, Continental, Seafood",Bellandur,Sarjapur Road,Great
6919,6919,Waffle Walle,Kiosk,0.045135406,0.092741935,1,0,"Desserts, Belgian, Beverages",Bannerghatta Road,Bannerghatta Road,Great
695,695,Berrylicious Cafe,"Casual Dining, Cafe",0.008224674,0.173387097,1,0,"Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",Brigade Road,MG Road,Great
1243,1243,Casa Piccosa,"Casual Dining, Bar",0.056235373,0.213709677,1,1,"South American, Continental, Italian",Bannerghatta Road,JP Nagar,Great
6657,6657,Tipsy Bull - The Bar Exchange,"Bar, Casual Dining",0.145837513,0.274193548,1,1,"North Indian, Chinese, Continental, Mexican",Bellandur,Bellandur,Great
5319,5319,Sea Rock,Casual Dining,0.034302909,0.193548387,1,1,"Mangalorean, Seafood, South Indian, North Indian, Chinese, Mughlai",Malleshwaram,Seshadripuram,Great
5556,5556,Slate Cafe,Cafe,0.003009027,0.112903226,1,0,"Cafe, Sandwich, Burger",Bannerghatta Road,JP Nagar,Great
509,509,b CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© - Shangri-La Hotel,"Fine Dining, Bar",0.028619191,0.677419355,0,1,"North Indian, Italian, Chinese, Japanese",Lavelle Road,Vasanth Nagar,Great
6150,6150,Tea Villa Cafe,"Cafe, Casual Dining",0.043798061,0.153225806,0,1,"Cafe, Continental, Mediterranean, Italian, Desserts",Jayanagar,Jayanagar,Great
